intake_date,intake_type,intake_subtype,ken_jurisdiction,ken_zip,outcome_type,animal_id,animal_type,primary_breed,secondary_breed,person_id,src_zip,src_jurisdiction,person_id,own_zip,own_jurisdiction,microchip,microchip_bin
00:00.0,STRAY,FIELD,AUSTIN,78728,RTO,A716006,DOG,POINTER,LABRADOR RETR,P616799,78724,NULL,P573200,78724,NULL,985112006401112,1
00:00.0,STRAY,FIELD,AUSTIN,78704,ADOPTION,A740315,CAT,DOMESTIC SH,MIX,NULL,NULL,NULL,P619405,78721,NULL,985112008418600,1
00:00.0,STRAY,OTC,AUSTIN,78725,RTO,A740275,DOG,CHIHUAHUA SH,MIX,P618161,78724,NULL,P597297,78725,NULL,985112008450135,1
00:00.0,STRAY,OTC,AUSTIN,78722,TRANSFER,A740288,CAT,DOMESTIC SH,MIX,P618206,78751,NULL,NULL,NULL,NULL,982000408529631,1
00:00.0,STRAY,FIELD,AUSTIN,78744,ADOPTION,A740267,DOG,DACHSHUND,MIX,NULL,NULL,NULL,P623989,78510,NULL,985112008452041,1
00:00.0,STRAY,FIELD,AUSTIN,78744,ADOPTION,A740271,DOG,CHIHUAHUA SH,MIX,P618113,78744,NULL,P623989,78510,NULL,985112008416310,1
00:00.0,STRAY,OTC,AUSTIN,78741,ADOPTION,A740306,DOG,PIT BULL,MIX,P618229,78741,NULL,P624475,78745,NULL,985112008420458,1
00:00.0,STRAY,OTC,AUSTIN,78745,ADOPTION,A740242,DOG,BORDER COLLIE,MIX,P517814,78745,NULL,P603554,78703,NULL,985112008419540,1
00:00.0,STRAY,OTC,AUSTIN,78704,ADOPTION,A740240,CAT,DOMESTIC SH,MIX,P618100,78704,NULL,P619206,78749,NULL,985112008418401,1
00:00.0,STRAY,OTC,AUSTIN,78704,ADOPTION,A740239,CAT,DOMESTIC SH,MIX,P618100,78704,NULL,P476873,78620,NULL,985112008418847,1
00:00.0,STRAY,FIELD,AUSTIN,78741,TRANSFER,A740255,CAT,DOMESTIC SH,MIX,P389954,78701,AUSTIN,P083529,78703,AUSTIN,NULL,0
00:00.0,STRAY,FIELD,AUSTIN,78741,TRANSFER,A740257,CAT,DOMESTIC SH,MIX,P389954,78701,AUSTIN,P083529,78703,AUSTIN,NULL,0
00:00.0,STRAY,FIELD,AUSTIN,78741,TRANSFER,A740254,CAT,DOMESTIC SH,MIX,P389954,78701,AUSTIN,P083529,78703,AUSTIN,NULL,0
00:00.0,STRAY,FIELD,AUSTIN,78721,TRANSFER,A740247,DOG,CATAHOULA,MIX,P618094,78721,NULL,P083529,78703,AUSTIN,985112008417093,1
00:00.0,STRAY,OTC,AUSTIN,78741,TRANSFER,A740245,DOG,AUST CATTLE DOG,MIX,P618107,78610,NULL,P083529,78703,AUSTIN,985112008416096,1
00:00.0,STRAY,OTC,AUSTIN,78741,TRANSFER,A740244,DOG,AUST CATTLE DOG,MIX,P618107,78610,NULL,P083529,78703,AUSTIN,985112008418786,1
00:00.0,STRAY,FIELD,AUSTIN,78741,TRANSFER,A740256,CAT,DOMESTIC SH,MIX,P389954,78701,AUSTIN,P083529,78703,AUSTIN,NULL,0
00:00.0,STRAY,FIELD,AUSTIN,78722,TRANSFER,A738858,CAT,SIAMESE,MIX,P618044,78722,NULL,P070962,78752,AUSTIN,982000409665743,1
00:00.0,STRAY,OTC,AUSTIN,78745,RTO,A740234,DOG,GOLDEN RETR,MIX,P422981,78745,NULL,P618616,78745,NULL,985112008419002,1
00:00.0,STRAY,FIELD,AUSTIN,78753,ADOPTION,A740253,DOG,ALASKAN HUSKY,MIX,P618112,,NULL,P618617,78666,NULL,985112008418282,1
00:00.0,STRAY,OTC,AUSTIN,78758,ADOPTION,A740231,CAT,DOMESTIC SH,MIX,P070962,78752,AUSTIN,P618461,78756,NULL,985112008416081,1
00:00.0,STRAY,EMERG CLC,AUSTIN,78704,RTO,A662623,CAT,DOMESTIC SH,MIX,P618052,78756,NULL,P618109,78704,NULL,985112001523818,1
00:00.0,STRAY,OTC,BASTROP,OUTSI JURIS,RTO,A740259,DOG,GREAT PYRENEES,MIX,P618133,78602,NULL,P618135,78617,NULL,985112004775749,1
00:00.0,STRAY,OTC,AUSTIN,78745,ADOPTION,A740243,DOG,CAIRN TERRIER,MIX,P517814,78745,NULL,P618568,78737,NULL,985112008417038,1
00:00.0,STRAY,OTC,TRAVIS,78653,RTO,A740237,DOG,AUST CATTLE DOG,MIX,P084384,78653,MANOR,P618105,78653,NULL,981020017144379,1
00:00.0,STRAY,OTC,TRAVIS,78653,RTO,A740238,DOG,AUST SHEPHERD,MIX,P084384,78653,MANOR,P618105,78653,NULL,981020017113073,1
00:00.0,STRAY,OTC,TRAVIS,78660,ADOPTION,A740252,DOG,CHIHUAHUA SH,MIX,P618120,78660,NULL,P625148,78633,NULL,985112008418995,1
00:00.0,STRAY,OTC,TRAVIS,78610,ADOPTION,A740168,DOG,TIBETAN SPAN,MIX,P617974,78702,NULL,P618039,78723,NULL,985112008416376,1
00:00.0,STRAY,OTC,AUSTIN,78704,ADOPTION,A740182,CAT,DOMESTIC SH,MIX,P223062,78704,NULL,P228844,78669,TRAVIS,0A12267241,1
00:00.0,STRAY,OTC,AUSTIN,78758,ADOPTION,A740195,DOG,BORDER TERRIER,MIX,P618007,78758,NULL,P329797,78749,NULL,985112008419010,1
00:00.0,STRAY,OTC,AUSTIN,78704,ADOPTION,A727781,DOG,CHIHUAHUA SH,MIX,P485731,78704,NULL,P618335,78729,NULL,985112006706316,1
00:00.0,STRAY,OTC,AUSTIN,78727,RTO,A740183,DOG,WEIMARANER,MIX,P617984,78727,NULL,P617998,78727,NULL,981020001271719,1
00:00.0,STRAY,OTC,TRAVIS,78669,ADOPTION,A740199,CAT,DOMESTIC SH,MIX,P114422,78733,NULL,P619384,77056,NULL,985112008450533,1
00:00.0,STRAY,OTC,AUSTIN,78758,ADOPTION,A740218,CAT,DOMESTIC MH,MIX,P618027,78752,NULL,P625226,78731,NULL,985112008417652,1
00:00.0,STRAY,QUARANTINE,AUSTIN,78748,TRANSFER,A740215,CAT,DOMESTIC SH,MIX,P094201,78748,NULL,P070962,78752,AUSTIN,982000408473872,1
00:00.0,STRAY,EMERG CLC,AUSTIN,78704,TRANSFER,A740155,CAT,DOMESTIC SH,MIX,P196512,78756,AUSTIN,P070962,78752,AUSTIN,NULL,0
00:00.0,STRAY,OTC,AUSTIN,78748,ADOPTION,A740162,DOG,CHIHUAHUA LH,YORKSHIRE TERR,P335402,78748,NULL,P427255,78723,NULL,985112008416455,1
00:00.0,STRAY,OTC,TRAVIS,78669,TRANSFER,A740198,CAT,DOMESTIC SH,MIX,P114422,78733,NULL,P083529,78703,AUSTIN,985112008450204,1
00:00.0,STRAY,FIELD,TRAVIS,78653,TRANSFER,A740181,DOG,GERM SHEPHERD,MIX,P610018,78621,NULL,P083529,78703,AUSTIN,985112008418926,1
00:00.0,STRAY,OTC,AUSTIN,78745,ADOPTION,A740206,CAT,DOMESTIC SH,MIX,P447727,78744,NULL,P619041,78750,AUSTIN,985112008416962,1
00:00.0,STRAY,OTC,AUSTIN,78745,ADOPTION,A740204,CAT,DOMESTIC SH,MIX,P447727,78744,NULL,P619041,78750,AUSTIN,985112008416846,1
00:00.0,STRAY,OTC,AUSTIN,78748,RTO,A730598,DOG,LABRADOR RETR,MIX,P569065,78652,NULL,P600974,78652,NULL,985112007372850,1
00:00.0,STRAY,OTC,AUSTIN,78745,ADOPTION,A740202,CAT,DOMESTIC SH,MIX,P447727,78744,NULL,P619625,78748,NULL,985112008418243,1
00:00.0,STRAY,OTC,AUSTIN,78745,ADOPTION,A740203,CAT,DOMESTIC SH,MIX,P447727,78744,NULL,P619625,78748,NULL,985112008416923,1
00:00.0,STRAY,OTC,AUSTIN,78744,ADOPTION,A740184,DOG,BICHON FRISE,MIX,P617993,78744,NULL,P544356,78620,NULL,985112008450592,1
00:00.0,STRAY,EMERG CLC,AUSTIN,78748,ADOPTION,A740154,CAT,DOMESTIC LH,MIX,P001167,78745,AUSTIN,P620992,78739,NULL,985112008416275,1
00:00.0,STRAY,OTC,AUSTIN,78748,RTO,A740161,DOG,YORKSHIRE TERR,MIX,P335402,78748,NULL,P617970,78748,NULL,NULL,0
00:00.0,STRAY,OTC,AUSTIN,78741,RTO,A740217,CAT,DOMESTIC SH,MIX,P543457,78705,NULL,P618026,78705,NULL,985112004059911,1
00:00.0,STRAY,OTC,AUSTIN,78745,ADOPTION,A740205,CAT,DOMESTIC SH,MIX,P447727,78744,NULL,P618862,78745,NULL,985112008418164,1
00:00.0,STRAY,OTC,AUSTIN,78745,ADOPTION,A740207,CAT,DOMESTIC SH,MIX,P447727,78744,NULL,P618862,78745,NULL,985112008450450,1
00:00.0,STRAY,OTC,AUSTIN,78727,ADOPTION,A740219,CAT,DOMESTIC SH,MIX,P618030,78727,NULL,P623341,78703,NULL,985112008418375,1
00:00.0,STRAY,OTC,AUSTIN,78741,ADOPTION,A740167,DOG,CHIHUAHUA SH,WELSH CORGI PEM,P406222,78748,NULL,P568536,78752,NULL,985112008418322,1
00:00.0,STRAY,OTC,AUSTIN,78725,RTO,A646377,DOG,PIT BULL,MIX,P618042,78725,NULL,P218963,78725,NULL,985112001303520,1
00:00.0,STRAY,OTC,AUSTIN,78725,RTO,A740220,DOG,PIT BULL,MIX,P618042,78725,NULL,P218963,78725,NULL,0A10591816,1
00:00.0,STRAY,OTC,TRAVIS,78669,ADOPTION,A740200,CAT,DOMESTIC SH,MIX,P114422,78733,NULL,P451873,78616,NULL,985112008421037,1
00:00.0,STRAY,OTC,TRAVIS,78669,ADOPTION,A740115,CAT,DOMESTIC SH,MIX,P668999,78761,NULL,P134763,78745,NULL,985112008418966,1
00:00.0,STRAY,OTC,AUSTIN,78745,ADOPTION,A740149,DOG,AUST CATTLE DOG,MIX,P603966,78745,NULL,P622054,78757,NULL,985112008449536,1
00:00.0,STRAY,OTC,AUSTIN,78745,RTO,A740118,DOG,BEAGLE,MIX,P463051,78745,NULL,P618031,78719,NULL,985112008416497,1
00:00.0,STRAY,FIELD,AUSTIN,78724,ADOPTION,A740090,DOG,ROTTWEILER,MIX,P617471,78724,NULL,P611276,78752,NULL,985112008419154,1
00:00.0,STRAY,OTC,AUSTIN,78744,TRANSFER,A740110,DOG,PIT BULL,MIX,P617888,78744,NULL,P083529,78703,AUSTIN,985112008418781,1
00:00.0,STRAY,OTC,AUSTIN,78724,TRANSFER,A740104,DOG,RAT TERRIER,MIX,P482561,78756,NULL,P083529,78703,AUSTIN,493E67117A,1
00:00.0,STRAY,OTC,AUSTIN,78702,TRANSFER,A740113,DOG,LABRADOR RETR,MIX,P603119,78702,NULL,P083529,78703,AUSTIN,985112008416968,1
00:00.0,STRAY,OTC,AUSTIN,78759,RTO,A740114,DOG,GERM SHEPHERD,NULL,P617899,78641,NULL,P227907,78729,NULL,0A113D683B,1
00:00.0,STRAY,OTC,AUSTIN,78745,ADOPTION,A740150,DOG,AUST CATTLE DOG,MIX,P603966,78745,NULL,P323694,78756,NULL,985112008249534,1
00:00.0,STRAY,OTC,AUSTIN,78741,TRANSFER,A740106,CAT,DOMESTIC MH,MIX,P206544,78741,NULL,P070962,78752,AUSTIN,982000408529948,1
00:00.0,STRAY,BORN IN,TRAVIS,78702,TRANSFER,A740098,DOG,CHIHUAHUA SH,MIX,P103041,78702,AUSTIN,P070962,78752,AUSTIN,NULL,0
00:00.0,STRAY,BORN IN,TRAVIS,78702,TRANSFER,A740095,DOG,CHIHUAHUA SH,MIX,P103041,78702,AUSTIN,P070962,78752,AUSTIN,NULL,0
00:00.0,STRAY,BORN IN,TRAVIS,78702,TRANSFER,A740097,DOG,CHIHUAHUA SH,MIX,P103041,78702,AUSTIN,P070962,78752,AUSTIN,NULL,0
00:00.0,STRAY,BORN IN,TRAVIS,78702,TRANSFER,A740099,DOG,CHIHUAHUA SH,MIX,P103041,78702,AUSTIN,P070962,78752,AUSTIN,NULL,0
00:00.0,STRAY,BORN IN,TRAVIS,78702,TRANSFER,A740100,DOG,CHIHUAHUA SH,MIX,P103041,78702,AUSTIN,P070962,78752,AUSTIN,NULL,0
00:00.0,STRAY,BORN IN,TRAVIS,78702,TRANSFER,A740101,DOG,CHIHUAHUA SH,MIX,P103041,78702,AUSTIN,P070962,78752,AUSTIN,NULL,0
00:00.0,STRAY,OTC,PFLUGERVILLE,78660,ADOPTION,A727414,CAT,DOMESTIC SH,MIX,P617966,78660,NULL,P617966,78660,NULL,985112007402438,1
00:00.0,STRAY,OTC,AUSTIN,78732,TRANSFER,A740133,CAT,DOMESTIC SH,MIX,P201539,78730,NULL,P091632,78640,NULL,985112008418640,1
00:00.0,STRAY,OTC,AUSTIN,78721,RTO,A740134,DOG,ANATOL SHEPHERD,MIX,P497888,78721,NULL,P617995,78641,NULL,981020011092991,1
00:00.0,STRAY,OTC,AUSTIN,78759,ADOPTION,A740116,DOG,BOXER,MIX,P617902,78729,NULL,P617902,78729,NULL,4A73073600,1
00:00.0,STRAY,OTC,AUSTIN,78741,TRANSFER,A740117,DOG,SHIH TZU,MIX,P441196,78741,NULL,P140290,78766,NULL,981020015803168,1
00:00.0,STRAY,OTC,AUSTIN,78752,TRANSFER,A740046,DOG,PEKINGESE,MIX,P617814,78653,NULL,P140290,78766,NULL,985112008450794,1
00:00.0,STRAY,FIELD,AUSTIN,78756,ADOPTION,A740022,DOG,MALTESE,MIX,NULL,NULL,NULL,P617977,78744,NULL,981020015837556,1
00:00.0,STRAY,OTC,AUSTIN,78721,ADOPTION,A740080,CAT,DOMESTIC SH,MIX,P377182,78721,NULL,P614772,78741,NULL,985112008451002,1
00:00.0,STRAY,OTC,AUSTIN,78721,ADOPTION,A740078,CAT,DOMESTIC SH,MIX,P377182,78721,NULL,P619383,78759,NULL,985112008420608,1
00:00.0,STRAY,OTC,AUSTIN,78725,ADOPTION,A740000,CAT,DOMESTIC SH,MIX,P559002,78725,NULL,P623570,78703,NULL,985112008432752,1
00:00.0,STRAY,OTC,AUSTIN,78725,ADOPTION,A740001,CAT,DOMESTIC SH,MIX,P559002,78725,NULL,P623570,78703,NULL,985112008434429,1
00:00.0,STRAY,OTC,AUSTIN,78725,ADOPTION,A740003,CAT,DOMESTIC SH,MIX,P559002,78725,NULL,P624572,78726,NULL,981020015662907,1
00:00.0,STRAY,OTC,AUSTIN,78745,ADOPTION,A701371,CAT,DOMESTIC SH,MIX,P052943,78745,NULL,P515077,78702,NULL,985112004883010,1
00:00.0,STRAY,OTC,AUSTIN,78742,ADOPTION,A740038,DOG,DACHSHUND WH,MIX,P581907,78617,NULL,P571821,78745,NULL,985112008419029,1
00:00.0,STRAY,OTC,AUSTIN,78744,ADOPTION,A740059,CAT,DOMESTIC SH,MIX,P598893,78744,NULL,P118095,78757,NULL,985112008429790,1
00:00.0,STRAY,OTC,AUSTIN,78744,ADOPTION,A740056,CAT,DOMESTIC SH,MIX,P598893,78744,NULL,P118095,78757,NULL,985112008429680,1
00:00.0,STRAY,OTC,AUSTIN,78744,ADOPTION,A740060,CAT,DOMESTIC SH,MIX,P598893,78744,NULL,P622489,78620,NULL,985112008429947,1
00:00.0,STRAY,OTC,AUSTIN,78742,ADOPTION,A740039,DOG,DACHSHUND WH,MIX,P581907,78617,NULL,P462584,78757,NULL,985112008418187,1
00:00.0,STRAY,OTC,AUSTIN,78725,ADOPTION,A740002,CAT,DOMESTIC SH,MIX,P559002,78725,NULL,P624575,78741,NULL,981020017315294,1
00:00.0,STRAY,OTC,AUSTIN,78721,TRANSFER,A740082,CAT,DOMESTIC SH,MIX,P377182,78721,NULL,P070962,78752,AUSTIN,982000408521391,1
00:00.0,STRAY,OTC,AUSTIN,78746,TRANSFER,A740075,CAT,DOMESTIC SH,MIX,P323004,78746,NULL,P070962,78752,AUSTIN,982000408528262,1
00:00.0,STRAY,OTC,AUSTIN,78721,TRANSFER,A740053,CAT,DOMESTIC SH,MIX,P392155,78644,NULL,P070962,78752,AUSTIN,982000409533809,1
00:00.0,STRAY,OTC,AUSTIN,78737,TRANSFER,A740010,CAT,SIAMESE,MIX,P617764,78737,NULL,P070962,78752,AUSTIN,982000408529560,1
00:00.0,STRAY,OTC,AUSTIN,78725,TRANSFER,A740050,CAT,DOMESTIC SH,MIX,P617822,78705,NULL,P070962,78752,AUSTIN,982000409535246,1
00:00.0,STRAY,OTC,AUSTIN,78702,ADOPTION,A739984,CAT,DOMESTIC SH,MIX,P103041,78702,AUSTIN,P221699,78653,NULL,985112008418184,1
00:00.0,STRAY,OTC,AUSTIN,78754,TRANSFER,A740004,DOG,LABRADOR RETR,MIX,P617760,78754,NULL,P078059,78767,NULL,985112008418619,1
00:00.0,STRAY,OTC,AUSTIN,78723,TRANSFER,A740027,CAT,DOMESTIC SH,MIX,P566041,78745,NULL,P083529,78703,AUSTIN,985112008450158,1
00:00.0,STRAY,OTC,AUSTIN,78741,TRANSFER,A740041,CAT,DOMESTIC SH,MIX,P617809,78707,NULL,P083529,78703,AUSTIN,NULL,0
00:00.0,STRAY,OTC,AUSTIN,78758,ADOPTION,A740020,DOG,GREAT PYRENEES,MIX,P617783,78130,NULL,P039418,78704,NULL,985112008416865,1
00:00.0,STRAY,OTC,AUSTIN,78747,RTO,A722621,DOG,JACK RUSS TERR,MIX,P582332,78747,NULL,P586643,78747,NULL,985112006784386,1
00:00.0,STRAY,OTC,AUSTIN,78747,RTO,A740073,DOG,CHIHUAHUA SH,MIX,P582332,78747,NULL,P586643,78747,NULL,985112008420362,1
00:00.0,STRAY,FIELD,TRAVIS,78641,RTO,A740049,DOG,AUST SHEPHERD,MIX,P617788,78641,NULL,P617881,78641,NULL,39107113,1
00:00.0,STRAY,OTC,AUSTIN,78617,RTO,A739993,DOG,YORKSHIRE TERR,MIX,P556047,78617,NULL,P617759,787617,NULL,NULL,0
00:00.0,STRAY,OTC,AUSTIN,78704,ADOPTION,A740030,DOG,GERM SHEPHERD,MIX,P588856,78747,NULL,P618315,78751,NULL,985112008450104,1
00:00.0,STRAY,FIELD,AUSTIN,78753,ADOPTION,A740076,DOG,CHIHUAHUA SH,MIX,P617816,78703,NULL,P618824,78660,NULL,985112008450855,1
00:00.0,STRAY,OTC,AUSTIN,78721,ADOPTION,A740054,CAT,SIAMESE,MIX,P392155,78644,NULL,P619661,78634,NULL,985112008450435,1
00:00.0,STRAY,OTC,AUSTIN,78744,ADOPTION,A740057,CAT,DOMESTIC SH,MIX,P598893,78744,NULL,P620428,78746,NULL,985112008421060,1
00:00.0,STRAY,OTC,AUSTIN,78744,ADOPTION,A740058,CAT,DOMESTIC SH,MIX,P598893,78744,NULL,P620428,78746,NULL,985112008434229,1
00:00.0,STRAY,OTC,AUSTIN,78702,ADOPTION,A739998,DOG,GERM SHEPHERD,ROTTWEILER,P264465,78702,NULL,P619845,78748,NULL,985112008451658,1
00:00.0,STRAY,LEFT AT,AUSTIN,78702,ADOPTION,A723185,DOG,BOXER,MIX,NULL,NULL,NULL,P618040,76549,NULL,985112006788858,1
00:00.0,STRAY,FIELD,AUSTIN,78753,ADOPTION,A740077,DOG,LABRADOR RETR,MIX,P617816,78703,NULL,P620097,78613,NULL,985112008449644,1
00:00.0,STRAY,FIELD,AUSTIN,78753,RTO,A740079,DOG,AUST CATTLE DOG,MIX,P617816,78703,NULL,P619531,78758,NULL,985112008420554,1
00:00.0,STRAY,FIELD,AUSTIN,78756,ADOPTION,A740023,DOG,MALTESE,MIX,NULL,NULL,NULL,P616623,78754,NULL,981020017324701,1
00:00.0,STRAY,OTC,AUSTIN,78741,ADOPTION,A695626,DOG,LABRADOR RETR,MIX,P617826,78704,NULL,P017367,78727,NULL,985112004893013,1
00:00.0,STRAY,FIELD,AUSTIN,78753,ADOPTION,A740083,DOG,CAIRN TERRIER,MIX,P617816,78703,NULL,P436837,78745,NULL,985112008418817,1
00:00.0,STRAY,OTC,AUSTIN,78753,RTO,A740081,DOG,STAFFORDSHIRE,MIX,P134238,78701,NULL,P288277,78753,NULL,985112007851797,1
00:00.0,STRAY,OTC,AUSTIN,78725,ADOPTION,A739999,CAT,DOMESTIC SH,MIX,P559002,78725,NULL,P201725,78731,AUSTIN,985112008450222,1
00:00.0,STRAY,OTC,AUSTIN,78741,ADOPTION,A739936,CAT,DOMESTIC LH,MIX,P467611,78741,NULL,P623406,78757,NULL,985112008450547,1
00:00.0,STRAY,OTC,AUSTIN,78748,RTO,A738740,DOG,CATAHOULA,MIX,P341334,78744,NULL,P618035,NULL,NULL,981020015857636,1
00:00.0,STRAY,OTC,MANOR,78653,ADOPTION,A739931,CAT,DOMESTIC SH,MIX,P251538,78653,NULL,P618485,78741,NULL,985112008418789,1
00:00.0,STRAY,OTC,AUSTIN,78748,RTO,A739958,DOG,CATAHOULA,MIX,P341334,78744,NULL,P618038,NULL,NULL,985112008416510,1
00:00.0,STRAY,EMERG CLC,AUSTIN,78759,RTO,A739922,DOG,ENG COONHOUND,BEAGLE,P122928,78759,AUSTIN,P617701,78750,NULL,9.85112E+15,1
00:00.0,STRAY,OTC,AUSTIN,78748,RTO,A739946,DOG,LABRADOR RETR,MIX,P541327,78748,NULL,P617729,78748,NULL,981010001866658,1
00:00.0,STRAY,OTC,AUSTIN,78748,RTO,A739947,DOG,LABRADOR RETR,MIX,P541327,78748,NULL,P617729,78748,NULL,981010001865961,1
00:00.0,STRAY,OTC,AUSTIN,78744,ADOPTION,A739968,CAT,DOMESTIC SH,MIX,P615017,78744,NULL,P623233,78617,NULL,985112008449438,1
00:00.0,STRAY,OTC,TRAVIS,78724,ADOPTION,A739949,DOG,LABRADOR RETR,MIX,P385577,78724,NULL,P600508,78751,NULL,985112008418441,1
00:00.0,STRAY,FIELD,TRAVIS,78660,ADOPTION,A739930,DOG,LAKELAND TERR,MIX,P617609,78728,NULL,P524353,78752,NULL,0A123C3D10,1
00:00.0,STRAY,OTC,AUSTIN,78727,ADOPTION,A739941,CAT,DOMESTIC MH,MIX,P617687,78738,NULL,P325457,78749,NULL,985112008418602,1
00:00.0,STRAY,OTC,AUSTIN,78724,TRANSFER,A739948,DOG,ROTTWEILER,MIX,P617700,78737,NULL,P083529,78703,AUSTIN,NULL,0
00:00.0,STRAY,OTC,AUSTIN,78704,TRANSFER,A739108,DOG,PIT BULL,MIX,P616371,78727,NULL,P083529,78703,AUSTIN,985112008449563,1
00:00.0,STRAY,OTC,AUSTIN,78704,TRANSFER,A739935,CAT,DOMESTIC SH,MIX,P617675,79912,NULL,P070962,78752,AUSTIN,982000408529688,1
00:00.0,STRAY,FIELD,AUSTIN,78729,TRANSFER,A732333,DOG,LABRADOR RETR,MIX,P617723,78729,NULL,P070962,78752,AUSTIN,985112007311006,1
00:00.0,STRAY,OTC,AUSTIN,78704,TRANSFER,A739980,CAT,DOMESTIC MH,MIX,P617101,78704,NULL,P070962,78752,AUSTIN,982000409617312,1
00:00.0,STRAY,OTC,TRAVIS,78724,TRANSFER,A739951,DOG,LABRADOR RETR,MIX,P385577,78724,NULL,P070962,78752,AUSTIN,NULL,0
00:00.0,STRAY,OTC,TRAVIS,78724,TRANSFER,A739952,DOG,LABRADOR RETR,MIX,P385577,78724,NULL,P070962,78752,AUSTIN,NULL,0
00:00.0,STRAY,OTC,TRAVIS,78724,TRANSFER,A739953,DOG,LABRADOR RETR,MIX,P385577,78724,NULL,P070962,78752,AUSTIN,NULL,0
00:00.0,STRAY,OTC,TRAVIS,78724,TRANSFER,A739954,DOG,LABRADOR RETR,MIX,P385577,78724,NULL,P070962,78752,AUSTIN,NULL,0
00:00.0,STRAY,OTC,TRAVIS,78724,TRANSFER,A739955,DOG,LABRADOR RETR,MIX,P385577,78724,NULL,P070962,78752,AUSTIN,NULL,0
00:00.0,STRAY,OTC,TRAVIS,78724,TRANSFER,A739950,DOG,LABRADOR RETR,MIX,P385577,78724,NULL,P070962,78752,AUSTIN,985112008450567,1
00:00.0,STRAY,OTC,AUSTIN,78745,TRANSFER,A739974,CAT,DOMESTIC SH,MIX,P368039,78702,NULL,P070962,78752,AUSTIN,982000409934964,1
00:00.0,STRAY,OTC,AUSTIN,78745,TRANSFER,A739975,CAT,DOMESTIC SH,MIX,P368039,78702,NULL,P070962,78752,AUSTIN,982000408529565,1
00:00.0,STRAY,OTC,AUSTIN,78744,ADOPTION,A739967,CAT,DOMESTIC SH,MIX,P615017,78744,NULL,P620881,78666,NULL,985112008451979,1
00:00.0,STRAY,OTC,AUSTIN,78744,ADOPTION,A739966,CAT,SIAMESE,MIX,P615017,78744,NULL,P621440,78660,NULL,985112008451684,1
00:00.0,STRAY,OTC,OUT OF JURIS,78753,ADOPTION,A738258,CAT,DOMESTIC SH,MIX,P305253,78666,HAYS,P618876,78741,NULL,985112007847507,1
00:00.0,STRAY,FIELD,AUSTIN,78758,ADOPTION,A739945,DOG,PIT BULL,MIX,P567413,78753,NULL,P623305,78634,NULL,985112008418137,1
00:00.0,STRAY,OTC,AUSTIN,78719,ADOPTION,A739969,DOG,GREAT PYRENEES,MIX,P295990,78748,NULL,P616294,76567,NULL,985112008419081,1
00:00.0,STRAY,OTC,TRAVIS,78617,ADOPTION,A739938,DOG,JACK RUSS TERR,MIX,P617681,78614,NULL,P617893,78745,NULL,985112008419415,1
00:00.0,STRAY,OTC,AUSTIN,78741,ADOPTION,A739981,DOG,LABRADOR RETR,MIX,P617731,78744,NULL,P617895,78702,NULL,985112008418765,1
00:00.0,STRAY,OTC,AUSTIN,78702,ADOPTION,A739977,DOG,CHIHUAHUA SH,MIX,P617727,78725,NULL,P617843,78613,NULL,985112008418699,1
00:00.0,STRAY,FIELD,AUSTIN,78723,ADOPTION,A620743,DOG,BOXER,NULL,P617646,78728,NULL,P331874,78753,NULL,985121004055743,1
00:00.0,STRAY,FIELD,TRAVIS,78660,ADOPTION,A739942,DOG,LABRADOR RETR,MIX,P103041,78702,AUSTIN,P620191,78753,NULL,985112003674363,1
00:00.0,STRAY,OTC,AUSTIN,78744,ADOPTION,A739965,CAT,SIAMESE,MIX,P615017,78744,NULL,P619331,78640,NULL,985112008450820,1
00:00.0,STRAY,OTC,AUSTIN,78748,ADOPTION,A739956,DOG,LABRADOR RETR,AUST SHEPHERD,P617708,78750,NULL,P618200,78746,NULL,985112008419837,1
00:00.0,STRAY,OTC,AUSTIN,78758,ADOPTION,A739976,DOG,BLACK MOUTH CUR,MIX,P617724,78705,NULL,P618651,78750,NULL,985112008418933,1
00:00.0,STRAY,OTC,AUSTIN,78723,ADOPTION,A739888,DOG,PLOTT HOUND,MIX,P070236,78723,AUSTIN,P618490,NULL,NULL,985112008419427,1
00:00.0,STRAY,FIELD,TRAVIS,78660,RTO,A739861,DOG,BOXER,MIX,P106011,78767,NULL,P617696,78660,NULL,985112008451615,1
00:00.0,STRAY,OTC,DEL VALLE,78617,RTO,A739910,DOG,SCHNAUZER STAND,GERM SHEPHERD,P617598,78617,NULL,P617704,78617,NULL,0A123E5F63,1
00:00.0,STRAY,OTC,AUSTIN,78748,TRANSFER,A739904,DOG,LHASA APSO,NULL,P422667,78749,NULL,P140290,78766,NULL,985112008418489,1
00:00.0,STRAY,FIELD,AUSTIN,78723,RTO,A739890,DOG,PIT BULL,MIX,P579277,78723,NULL,P128542,78723,NULL,985112008420623,1
00:00.0,STRAY,OTC,PFLUGERVILLE,78660,TRANSFER,A739918,CAT,DOMESTIC SH,MIX,P617614,78660,NULL,P091632,78640,NULL,985112005358269,1
00:00.0,STRAY,OTC,AUSTIN,78702,RTO,A739866,DOG,YORKSHIRE TERR,SCHNAUZER MIN,P617524,78702,NULL,P617564,78702,NULL,985112008450991,1
00:00.0,STRAY,FIELD,TRAVIS,78737,RTO,A739869,DOG,PLOTT HOUND,MIX,P389954,78701,AUSTIN,P617585,78737,NULL,985112008450371,1
