intake_date,intake_type,intake_subtype,ken_jurisdiction,ken_zip,outcome_type,animal_id,animal_type,primary_breed,secondary_breed,person_id,src_zip,src_jurisdiction,person_id,own_zip,own_jurisdiction,microchip,microchip_bin
00:00.0,STRAY,OTC,AUSTIN,NULL,RTO,A212672,DOG,GERM SHEPHERD,LABRADOR RETR,P441700,78747,NULL,P133430,78728,NULL,985112002622808,1
00:00.0,STRAY,OTC,DEL VALLE,NULL,ADOPTION,A667924,DOG,GERM SHEPHERD,BLACK MOUTH CUR,P002275,78617,NULL,P407368,78602,NULL,985112002662111,1
00:00.0,STRAY,OTC,LEANDER,NULL,ADOPTION,A667933,DOG,BORDER COLLIE,MIX,P495182,78641,NULL,P495421,78621,NULL,985111000329192,1
00:00.0,STRAY,OTC,AUSTIN,NULL,TRANSFER,A667962,CAT,DOMESTIC MH,MIX,P495224,78752,NULL,P070962,78752,AUSTIN,NULL,0
00:00.0,STRAY,EMERG CLC,AUSTIN,NULL,ADOPTION,A667909,DOG,CHIHUAHUA SH,MIX,P001167,78745,AUSTIN,P499278,78660,NULL,0A13267D4D,1
00:00.0,STRAY,OTC,DEL VALLE,NULL,TRANSFER,A667926,DOG,GERM SHEPHERD,MASTIFF,P002275,78617,NULL,P468991,76548,NULL,NULL,0
00:00.0,STRAY,OTC,DEL VALLE,NULL,TRANSFER,A667930,DOG,GERM SHEPHERD,MASTIFF,P002275,78617,NULL,P468991,76548,NULL,NULL,0
00:00.0,STRAY,OTC,DEL VALLE,NULL,TRANSFER,A667923,DOG,GERM SHEPHERD,MASTIFF,P002275,78617,NULL,P468991,76548,NULL,NULL,0
00:00.0,STRAY,OTC,AUSTIN,NULL,ADOPTION,A667963,DOG,DACHSHUND LH,MIX,P495225,78724,NULL,P494387,78681,NULL,985112002660868,1
00:00.0,STRAY,OTC,AUSTIN,NULL,ADOPTION,A667948,DOG,LABRADOR RETR,MIX,P495204,78753,NULL,P495336,78617,NULL,985112002656467,1
00:00.0,STRAY,OTC,AUSTIN,NULL,ADOPTION,A667952,DOG,PBGV,MIX,P495208,NULL,NULL,P494967,78703,NULL,985112002660397,1
00:00.0,STRAY,OTC,AUSTIN,NULL,ADOPTION,A667968,CAT,DOMESTIC SH,MIX,P495234,NULL,NULL,P497446,78645,NULL,985112002662610,1
00:00.0,STRAY,OTC,AUSTIN,NULL,ADOPTION,A667915,CAT,DOMESTIC SH,MIX,P495160,78759,AUSTIN,P463144,78702,NULL,985112002656636,1
00:00.0,STRAY,OTC,DEL VALLE,NULL,ADOPTION,A667927,DOG,GERM SHEPHERD,MASTIFF,P002275,78617,NULL,P495567,78681,NULL,985111000016539,1
00:00.0,STRAY,OTC,AUSTIN,NULL,ADOPTION,A667970,DOG,LABRADOR RETR,GERM SHEPHERD,P134238,78701,NULL,P495292,78735,NULL,985111000050942,1
00:00.0,STRAY,OTC,AUSTIN,NULL,TRANSFER,A667954,DOG,NORFOLK TERRIER,MIX,P495211,78741,NULL,P083529,78703,AUSTIN,NULL,0
00:00.0,STRAY,OTC,AUSTIN,NULL,TRANSFER,A667916,DOG,ROTTWEILER,MIX,P495162,78758,NULL,P083529,78703,AUSTIN,985111000050243,1
00:00.0,STRAY,OTC,AUSTIN,NULL,TRANSFER,A667919,DOG,BORDER COLLIE,MIX,P495164,78724,NULL,P083529,78703,AUSTIN,NULL,0
00:00.0,STRAY,OTC,AUSTIN,NULL,TRANSFER,A667969,DOG,LABRADOR RETR,GERM SHEPHERD,P134238,78701,NULL,P083529,78703,AUSTIN,NULL,0
00:00.0,STRAY,OTC,AUSTIN,NULL,TRANSFER,A667914,CAT,DOMESTIC SH,MIX,P495160,78759,AUSTIN,P083529,78703,AUSTIN,985112002660596,1
00:00.0,STRAY,OTC,MANOR,NULL,TRANSFER,A667922,DOG,PIT BULL,MIX,P495171,78753,NULL,P083529,78703,AUSTIN,NULL,0
00:00.0,STRAY,OTC,AUSTIN,NULL,TRANSFER,A667958,DOG,POINTER,MIX,P476960,78753,NULL,P083529,78703,AUSTIN,NULL,0
00:00.0,STRAY,FIELD,AUSTIN,NULL,TRANSFER,A667935,DOG,CHIHUAHUA LH,PAPILLON,P470868,78729,NULL,P083529,78703,AUSTIN,NULL,0
00:00.0,STRAY,OTC,AUSTIN,78758,TRANSFER,A667920,DOG,AMERICAN STAFF,MIX,P495166,78758,NULL,P083529,78703,AUSTIN,900164000395655,1
00:00.0,STRAY,OTC,LEANDER,NULL,TRANSFER,A667941,DOG,LABRADOR RETR,MIX,P495180,78641,NULL,P083529,78703,AUSTIN,NULL,0
00:00.0,STRAY,OTC,LEANDER,NULL,TRANSFER,A667938,DOG,LABRADOR RETR,MIX,P495180,78641,NULL,P083529,78703,AUSTIN,NULL,0
00:00.0,STRAY,OTC,LEANDER,NULL,TRANSFER,A667940,DOG,LABRADOR RETR,MIX,P495180,78641,NULL,P083529,78703,AUSTIN,NULL,0
00:00.0,STRAY,OTC,DEL VALLE,NULL,TRANSFER,A667949,DOG,LABRADOR RETR,COLLIE SMOOTH,P070962,78752,AUSTIN,P083529,78703,AUSTIN,985112002662581,1
00:00.0,STRAY,OTC,PFLUGERVILLE,NULL,TRANSFER,A667945,DOG,POODLE MIN,MIX,P000286,78660,NULL,P083529,78703,AUSTIN,985111000197290,1
00:00.0,STRAY,OTC,DEL VALLE,NULL,ADOPTION,A667929,DOG,GERM SHEPHERD,MASTIFF,P002275,78617,NULL,P186431,78745,NULL,985111000185086,1
00:00.0,STRAY,OTC,AUSTIN,NULL,RTO,A590502,DOG,SCHNAUZER MIN,MIX,P495113,78758,NULL,P388212,78758,NULL,4B7B682373,1
00:00.0,STRAY,OTC,AUSTIN,NULL,RTO,A667892,DOG,CAIRN TERRIER,MIX,P495113,78758,NULL,P388212,78758,NULL,985111000139757,1
00:00.0,STRAY,OTC,AUSTIN,NULL,TRANSFER,A667876,CAT,DOMESTIC SH,MIX,P495075,78738,NULL,P083529,78703,AUSTIN,985112002622875,1
00:00.0,STRAY,OTC,AUSTIN,NULL,TRANSFER,A667874,CAT,DOMESTIC MH,MIX,P495069,78737,NULL,P083529,78703,AUSTIN,985112002660246,1
00:00.0,STRAY,FIELD,AUSTIN,NULL,TRANSFER,A667908,DOG,PIT BULL,MIX,P495109,,NULL,P083529,78703,AUSTIN,NULL,0
00:00.0,STRAY,OTC,AUSTIN,NULL,TRANSFER,A667888,DOG,CHIHUAHUA SH,MIX,P495101,78704,NULL,P083529,78703,AUSTIN,985112002656105,1
00:00.0,STRAY,FIELD,AUSTIN,NULL,TRANSFER,A667870,DOG,PIT BULL,MIX,NULL,NULL,NULL,P083529,78703,AUSTIN,NULL,0
00:00.0,STRAY,OTC,AUSTIN,NULL,RTO,A667887,DOG,CHIHUAHUA SH,MIX,P495110,78728,NULL,P495135,78703,NULL,985111000108810,1
00:00.0,STRAY,OTC,AUSTIN,NULL,RTO,A667882,DOG,GERM SHEPHERD,NULL,P495095,78750,NULL,P495190,78750,TRAVIS,985111000041763,1
00:00.0,STRAY,OTC,AUSTIN,NULL,ADOPTION,A667902,DOG,DACHSHUND,MIX,P495122,78723,NULL,P495407,78732,NULL,985111000233772,1
00:00.0,STRAY,OTC,AUSTIN,NULL,ADOPTION,A667890,DOG,REDBONE HOUND,BOXER,P495104,78747,NULL,P496402,78641,NULL,985111000277190,1
00:00.0,STRAY,OTC,AUSTIN,NULL,RTO,A667894,DOG,AMER FOXHOUND,MIX,P268803,78744,NULL,P495355,78724,NULL,985112001333964,1
00:00.0,STRAY,OTC,AUSTIN,NULL,ADOPTION,A667898,DOG,CHIHUAHUA SH,NULL,P070962,78752,AUSTIN,P495763,78758,NULL,985112002656962,1
00:00.0,STRAY,OTC,AUSTIN,NULL,RTO,A667879,DOG,CHIHUAHUA SH,MIX,P495081,78722,NULL,P495086,78744,NULL,0A123B5566,1
00:00.0,STRAY,OTC,AUSTIN,NULL,TRANSFER,A667901,CAT,DOMESTIC SH,MIX,P350009,78753,NULL,P070962,78752,AUSTIN,NULL,0
00:00.0,STRAY,OTC,AUSTIN,NULL,ADOPTION,A667889,DOG,AUST CATTLE DOG,BELG MALINOIS,P495104,78747,NULL,P423603,78676,NULL,985111000047014,1
00:00.0,STRAY,OTC,AUSTIN,NULL,TRANSFER,A667884,DOG,SCHNAUZER MIN,NULL,P462885,78753,NULL,P082984,77090,NULL,985112002622248,1
00:00.0,STRAY,OTC,AUSTIN,NULL,TRANSFER,A667891,DOG,CHIHUAHUA SH,MIX,P495104,78747,NULL,P091632,78640,NULL,985112002662168,1
00:00.0,STRAY,OTC,AUSTIN,NULL,ADOPTION,A667903,DOG,DACHSHUND,MIX,P495122,78723,NULL,P441954,78704,NULL,985112002660158,1
00:00.0,STRAY,OTC,AUSTIN,NULL,ADOPTION,A667881,DOG,DACHSHUND,MIN PINSCHER,P495092,78620,NULL,P423327,78739,NULL,985112002660186,1
00:00.0,STRAY,OTC,AUSTIN,NULL,RTO,A667897,DOG,LABRADOR RETR,MIX,P495117,78705,NULL,P495159,78705,NULL,985111000162466,1
00:00.0,STRAY,OTC,AUSTIN,NULL,ADOPTION,A659563,DOG,DACHSHUND,MIX,P494993,78744,NULL,P492223,78736,NULL,985112001366388,1
00:00.0,STRAY,FIELD,AUSTIN,NULL,ADOPTION,A667861,DOG,AMERICAN STAFF,MIX,NULL,NULL,NULL,P496127,78704,NULL,985111000276411,1
00:00.0,STRAY,OTC,AUSTIN,NULL,ADOPTION,A572166,CAT,MAINE COON,MIX,P083529,78703,AUSTIN,P509641,78748,NULL,4B657B4B57,1
00:00.0,STRAY,FIELD,AUSTIN,NULL,RTO,A666569,DOG,PIT BULL,MIX,NULL,NULL,NULL,P493105,78744,NULL,985111000111522,1
00:00.0,STRAY,OTC,AUSTIN,NULL,TRANSFER,A667830,DOG,MALTESE,POODLE MIN,P490191,NULL,NULL,P140290,78766,NULL,985111000332251,1
00:00.0,STRAY,OTC,AUSTIN,NULL,RTO,A642671,CAT,DOMESTIC MH,MIX,P494965,78752,NULL,P437855,78753,AUSTIN,985112000253862,1
00:00.0,STRAY,OTC,AUSTIN,NULL,RTO,A667837,DOG,COCKER SPAN,MIX,P494997,78721,NULL,P439224,78753,NULL,985111000218529,1
00:00.0,STRAY,OTC,AUSTIN,NULL,TRANSFER,A667816,CAT,DOMESTIC SH,MIX,P100347,78723,NULL,P091632,78640,NULL,985111000334190,1
00:00.0,STRAY,OTC,AUSTIN,NULL,ADOPTION,A667849,CAT,DOMESTIC SH,MIX,P413749,78617,AUSTIN,P229353,78759,NULL,985111000195005,1
00:00.0,STRAY,OTC,DEL VALLE,NULL,ADOPTION,A667853,DOG,BRUSS GRIFFON,MIX,P495022,78666,NULL,P416889,78758,NULL,985111000342971,1
00:00.0,STRAY,OTC,AUSTIN,NULL,TRANSFER,A667825,CAT,DOMESTIC SH,MIX,P101220,78723,NULL,P070962,78752,AUSTIN,NULL,0
00:00.0,STRAY,OTC,AUSTIN,NULL,TRANSFER,A667826,CAT,DOMESTIC SH,MIX,P101220,78723,NULL,P070962,78752,AUSTIN,NULL,0
00:00.0,STRAY,OTC,AUSTIN,NULL,TRANSFER,A667827,CAT,DOMESTIC SH,MIX,P101220,78723,NULL,P070962,78752,AUSTIN,NULL,0
00:00.0,STRAY,OTC,AUSTIN,NULL,TRANSFER,A667828,CAT,DOMESTIC SH,MIX,P101220,78723,NULL,P070962,78752,AUSTIN,NULL,0
00:00.0,STRAY,OTC,DEL VALLE,NULL,TRANSFER,A667831,CAT,DOMESTIC SH,MIX,P494989,78617,NULL,P070962,78752,AUSTIN,NULL,0
00:00.0,STRAY,OTC,AUSTIN,NULL,TRANSFER,A667859,CAT,DOMESTIC SH,MIX,P495033,78730,NULL,P070962,78752,AUSTIN,NULL,0
00:00.0,STRAY,FIELD,AUSTIN,NULL,ADOPTION,A667834,DOG,AUST CATTLE DOG,MIX,P489151,,NULL,P405565,78669,NULL,985111000117310,1
00:00.0,STRAY,OTC,AUSTIN,NULL,ADOPTION,A667863,CAT,DOMESTIC SH,MIX,P495044,78745,NULL,P156036,78751,NULL,985112002959396,1
00:00.0,STRAY,FIELD,TRAVIS,NULL,ADOPTION,A667835,DOG,STAFFORDSHIRE,MIX,NULL,NULL,NULL,P463106,78754,NULL,985111000143408,1
00:00.0,STRAY,OTC,AUSTIN,NULL,RTO,A667842,DOG,JACK RUSS TERR,POODLE MIN,P265856,78749,NULL,P495878,78749,NULL,985111000127455,1
00:00.0,STRAY,OTC,AUSTIN,NULL,ADOPTION,A667850,CAT,DOMESTIC SH,MIX,P413749,78617,AUSTIN,P498088,78741,NULL,985111000171050,1
00:00.0,STRAY,OTC,AUSTIN,NULL,ADOPTION,A667858,DOG,LABRADOR RETR,MIX,P070962,78752,AUSTIN,P495428,78737,NULL,985111000097408,1
00:00.0,STRAY,OTC,AUSTIN,NULL,RTO,A667814,DOG,DACHSHUND,NULL,P494952,78728,NULL,P494975,78728,NULL,985111000274758,1
00:00.0,STRAY,OTC,AUSTIN,NULL,ADOPTION,A667812,DOG,CHIHUAHUA SH,MIX,P070962,78752,AUSTIN,P472747,78621,NULL,985111000144910,1
00:00.0,STRAY,OTC,AUSTIN,NULL,ADOPTION,A667809,DOG,GERM SHEPHERD,MIX,P456583,78702,NULL,P479872,78725,NULL,985111000232383,1
00:00.0,STRAY,FIELD,AUSTIN,NULL,RTO,A667802,DOG,LHASA APSO,MIX,NULL,NULL,NULL,P407342,78751,NULL,98511000124292,1
00:00.0,STRAY,QUARANTINE,AUSTIN,NULL,ADOPTION,A667851,CAT,DOMESTIC SH,MIX,P413749,78617,AUSTIN,P074474,78753,NULL,985112002170178,1
00:00.0,STRAY,OTC,AUSTIN,NULL,ADOPTION,A667813,CAT,DOMESTIC SH,MIX,P408677,78702,NULL,P499841,78613,NULL,985111000122277,1
00:00.0,STRAY,FIELD,AUSTIN,NULL,RTO,A666570,DOG,PIT BULL,MIX,NULL,NULL,NULL,P493097,78719,NULL,985111000217091,1
00:00.0,STRAY,FIELD,AUSTIN,NULL,RTO,A666568,DOG,PIT BULL,MIX,NULL,NULL,NULL,P493097,78719,NULL,985112002621375,1
00:00.0,STRAY,OTC,TRAVIS,NULL,TRANSFER,A667848,CAT,ABYSSINIAN,MIX,P490048,78669,NULL,P083529,78703,AUSTIN,985111000101563,1
00:00.0,STRAY,OTC,TRAVIS,NULL,TRANSFER,A667847,CAT,DOMESTIC MH,MIX,P490048,78669,NULL,P083529,78703,AUSTIN,985111000337959,1
00:00.0,STRAY,OTC,AUSTIN,NULL,TRANSFER,A667866,CAT,DOMESTIC SH,MIX,P495048,78723,NULL,P083529,78703,AUSTIN,985111000143635,1
00:00.0,STRAY,OTC,AUSTIN,NULL,TRANSFER,A667867,CAT,DOMESTIC SH,MIX,P495048,78723,NULL,P083529,78703,AUSTIN,985111000181107,1
00:00.0,STRAY,OTC,TRAVIS,NULL,TRANSFER,A667845,DOG,PIT BULL,MIX,P495015,76877,NULL,P083529,78703,AUSTIN,985111000223492,1
00:00.0,STRAY,OTC,AUSTIN,NULL,TRANSFER,A667846,DOG,PIT BULL,MIX,P495019,78207,NULL,P083529,78703,AUSTIN,985111000217320,1
00:00.0,STRAY,OTC,AUSTIN,NULL,ADOPTION,A667852,CAT,DOMESTIC SH,MIX,P413749,78617,AUSTIN,P345125,78726,NULL,985111000162228,1
00:00.0,STRAY,OTC,AUSTIN,NULL,ADOPTION,A667770,DOG,POODLE MIN,LABRADOR RETR,P453955,78758,NULL,P220459,78757,NULL,985111000315245,1
00:00.0,STRAY,FIELD,TRAVIS,NULL,TRANSFER,A667756,DOG,GERM SHEPHERD,MIX,NULL,NULL,NULL,P166328,78641,LEANDER,985111000340493,1
00:00.0,STRAY,FIELD,TRAVIS,NULL,RTO,A667776,DOG,DACHSHUND,MIX,P494862,,NULL,P166328,78641,LEANDER,0A1362193B,1
00:00.0,STRAY,OTC,AUSTIN,NULL,TRANSFER,A667787,DOG,BOXER,GERM SHEPHERD,P494619,78705,NULL,P083529,78703,AUSTIN,985111000102161,1
00:00.0,STRAY,OTC,AUSTIN,NULL,TRANSFER,A667357,CAT,DOMESTIC SH,MIX,P070962,78752,AUSTIN,P083529,78703,AUSTIN,497E39661B,1
00:00.0,STRAY,OTC,AUSTIN,NULL,ADOPTION,A667779,DOG,PIT BULL,PUG,P494927,78721,NULL,P497980,78666,NULL,985111000135364,1
00:00.0,STRAY,EMERG CLC,AUSTIN,NULL,RTO,A276780,DOG,BORDER COLLIE,CHOW CHOW,NULL,NULL,NULL,P066967,78745,NULL,2223553F73,1
00:00.0,STRAY,OTC,AUSTIN,NULL,RTO,A624945,DOG,AM PIT BULL TER,MIX,P134238,78701,NULL,P496688,78724,NULL,0A12697621,1
00:00.0,STRAY,EMERG CLC,AUSTIN,NULL,RTO,A592428,DOG,BRITTANY,NULL,NULL,NULL,NULL,P383587,78745,NULL,4C00410E7C,1
00:00.0,STRAY,OTC,AUSTIN,NULL,ADOPTION,A667769,DOG,CHIHUAHUA SH,MIX,P494897,78728,NULL,P495665,78732,NULL,985111000362733,1
00:00.0,STRAY,EMERG CLC,AUSTIN,NULL,ADOPTION,A667748,DOG,GERM SHEPHERD,MIX,P103041,78702,AUSTIN,P496394,78605,NULL,985111000047105,1
00:00.0,STRAY,OTC,AUSTIN,NULL,ADOPTION,A667753,DOG,DACHSHUND,CHIHUAHUA SH,P388563,78729,AUSTIN,P497942,78749,NULL,985111000152865,1
00:00.0,STRAY,OTC,MANOR,NULL,RTO,A663422,DOG,GERM SHEPHERD,ROTTWEILER,P403728,78702,AUSTIN,P487530,78653,NULL,985112000791539,1
00:00.0,STRAY,OTC,AUSTIN,NULL,RTO,A667789,CAT,DOMESTIC SH,MIX,P070962,78752,AUSTIN,P345041,78660,NULL,0A13425477,1
00:00.0,STRAY,OTC,AUSTIN,NULL,TRANSFER,A667794,CAT,DOMESTIC SH,MIX,P487899,78724,NULL,P070962,78752,AUSTIN,NULL,0
00:00.0,STRAY,EMERG CLC,AUSTIN,NULL,RTO,A667750,CAT,DOMESTIC SH,MIX,P122928,78759,AUSTIN,P070962,78752,AUSTIN,985170001262140,1
00:00.0,STRAY,OTC,AUSTIN,NULL,ADOPTION,A667754,DOG,CHIHUAHUA SH,NULL,P357805,78744,NULL,P495403,76527,NULL,985111000191409,1
00:00.0,STRAY,EMERG CLC,AUSTIN,NULL,ADOPTION,A667242,DOG,SCHIPPERKE,MIX,NULL,NULL,NULL,P283651,78738,NULL,985112000762451,1
00:00.0,STRAY,FIELD,AUSTIN,NULL,TRANSFER,A667792,DOG,JACK RUSS TERR,DACHSHUND,P494878,,NULL,P091632,78640,NULL,985112002622494,1
00:00.0,STRAY,FIELD,TRAVIS,NULL,RTO,A660920,DOG,LABRADOR RETR,NULL,P994630,78702,AUSTIN,P349833,78617,NULL,985112001347754,1
00:00.0,STRAY,OTC,AUSTIN,NULL,RTO,A656110,DOG,RAT TERRIER,MIX,P370097,78745,NULL,P476882,78753,NULL,985112030014281,1
00:00.0,STRAY,OTC,AUSTIN,NULL,ADOPTION,A667718,CAT,DOMESTIC SH,MIX,P491850,78753,NULL,P497908,78726,NULL,985111000025261,1
00:00.0,STRAY,OTC,AUSTIN,NULL,ADOPTION,A667720,CAT,DOMESTIC SH,MIX,P491850,78753,NULL,P497916,76543,NULL,985111000115905,1
00:00.0,STRAY,OTC,AUSTIN,NULL,ADOPTION,A667719,CAT,DOMESTIC SH,MIX,P491850,78753,NULL,P498184,78731,AUSTIN,985111000315508,1
00:00.0,STRAY,OTC,AUSTIN,NULL,ADOPTION,A667705,DOG,SILKY TERRIER,MALTESE,P070962,78752,AUSTIN,P496045,78759,NULL,985111000330013,1
00:00.0,STRAY,OTC,AUSTIN,NULL,ADOPTION,A667668,CAT,DOMESTIC SH,MIX,P494745,78744,NULL,P495660,78619,HAYS,985111000162858,1
00:00.0,STRAY,OTC,AUSTIN,NULL,ADOPTION,A667669,CAT,DOMESTIC SH,MIX,P494745,78744,NULL,P495660,78619,HAYS,985111000101246,1
00:00.0,STRAY,OTC,AUSTIN,NULL,RTO,A652259,DOG,SIBERIAN HUSKY,NULL,P449309,78617,NULL,P457712,78725,NULL,985112030004036,1
00:00.0,STRAY,OTC,AUSTIN,NULL,RTO,A652261,DOG,SIBERIAN HUSKY,NULL,P449309,78617,NULL,P457712,78725,NULL,985112030015377,1
00:00.0,STRAY,FIELD,AUSTIN,NULL,ADOPTION,A660122,DOG,LABRADOR RETR,PIT BULL,NULL,NULL,NULL,P494918,78758,NULL,985112001429618,1
00:00.0,STRAY,OTC,TRAVIS,NULL,ADOPTION,A667726,DOG,LABRADOR RETR,MIX,P427748,78617,NULL,P494932,78681,NULL,985111000155486,1
00:00.0,STRAY,FIELD,AUSTIN,NULL,ADOPTION,A667665,DOG,CHIHUAHUA SH,MIX,P494717,,NULL,P414126,78753,NULL,985111000150800,1
00:00.0,STRAY,OTC,AUSTIN,NULL,TRANSFER,A667666,CAT,DOMESTIC MH,MIX,P494742,78748,NULL,P070962,78752,AUSTIN,985111000095684,1
00:00.0,STRAY,OTC,AUSTIN,NULL,TRANSFER,A667689,DOG,LABRADOR RETR,GERM SHEPHERD,P285553,78752,NULL,P070962,78752,AUSTIN,0A11112061,1
00:00.0,STRAY,OTC,AUSTIN,NULL,TRANSFER,A667709,CAT,SIAMESE,MIX,P074582,78722,AUSTIN,P070962,78752,AUSTIN,NULL,0
00:00.0,STRAY,OTC,AUSTIN,NULL,ADOPTION,A534780,DOG,PARSON RUSS TER,MIX,P494772,78640,NULL,P280122,78741,NULL,4A7D31430C,1
00:00.0,STRAY,FIELD,TRAVIS,NULL,ADOPTION,A667695,DOG,GERM SHEPHERD,LABRADOR RETR,P489151,,NULL,P499774,78745,NULL,985111000044061,1
00:00.0,STRAY,OTC,AUSTIN,NULL,ADOPTION,A667714,CAT,DOMESTIC SH,MIX,P074582,78722,AUSTIN,P496356,78758,NULL,985111000167263,1
00:00.0,STRAY,OTC,TRAVIS,NULL,ADOPTION,A282897,CAT,DOMESTIC SH,MIX,P301768,78641,NULL,P498453,78723,NULL,4351332B60,1
00:00.0,STRAY,FIELD,AUSTIN,NULL,RTO,A587190,DOG,BRITTANY,MIX,P494839,,NULL,P383587,78745,NULL,0A10571C43,1
00:00.0,STRAY,OTC,AUSTIN,NULL,RTO,A667732,DOG,SILKY TERRIER,MIX,P494829,78724,NULL,P494829,78724,NULL,985111000326767,1
00:00.0,STRAY,OTC,AUSTIN,NULL,TRANSFER,A667721,DOG,CATAHOULA,MIX,P491850,78753,NULL,P083529,78703,AUSTIN,985111000045042,1
00:00.0,STRAY,OTC,AUSTIN,NULL,TRANSFER,A667723,DOG,CATAHOULA,MIX,P491850,78753,NULL,P083529,78703,AUSTIN,985111000091163,1
00:00.0,STRAY,OTC,AUSTIN,NULL,TRANSFER,A667724,DOG,GERM SHEPHERD,MIX,P491850,78753,NULL,P083529,78703,AUSTIN,985111000100982,1
00:00.0,STRAY,OTC,AUSTIN,NULL,TRANSFER,A667667,DOG,DACHSHUND,MIX,P391866,78724,NULL,P083529,78703,AUSTIN,985111000128461,1
00:00.0,STRAY,OTC,AUSTIN,NULL,TRANSFER,A667690,DOG,PIT BULL,MIX,P494780,78602,NULL,P083529,78703,AUSTIN,985111000219785,1
00:00.0,STRAY,OTC,AUSTIN,NULL,TRANSFER,A549922,DOG,CHIHUAHUA SH,NULL,P494772,78640,NULL,P083529,78703,AUSTIN,4A71455106,1
00:00.0,STRAY,FIELD,TRAVIS,NULL,TRANSFER,A667706,DOG,ENG BULLDOG,NULL,P494748,,NULL,P447451,78154,NULL,985111000361452,1
00:00.0,STRAY,NULL,AUSTIN,NULL,RTO,A649241,DOG,WEST HIGHLAND,MIX,NULL,NULL,NULL,P309392,78744,NULL,985112000789729,1
00:00.0,STRAY,FIELD,AUSTIN,NULL,ADOPTION,A667600,DOG,AUST KELPIE,MIX,NULL,NULL,NULL,P374338,78728,TRAVIS,985111000164333,1
00:00.0,STRAY,OTC,AUSTIN,NULL,ADOPTION,A667589,CAT,DOMESTIC SH,MIX,P494628,78640,NULL,P245454,78727,NULL,985111000330219,1
00:00.0,STRAY,NULL,AUSTIN,NULL,TRANSFER,A667633,DOG,CHIHUAHUA SH,MIX,NULL,NULL,NULL,P083529,78703,AUSTIN,985111000081829,1
00:00.0,STRAY,OTC,DEL VALLE,NULL,ADOPTION,A667625,CAT,DOMESTIC SH,MIX,P494683,NULL,NULL,P499140,78642,NULL,985111000049412,1
00:00.0,STRAY,FIELD,AUSTIN,NULL,RTO,A664941,DOG,PIT BULL,MIX,P494681,,NULL,P490064,78721,NULL,985121004039248,1
00:00.0,STRAY,OTC,AUSTIN,NULL,ADOPTION,A667591,DOG,BORDER COLLIE,MIX,P494631,78759,NULL,P497557,78666,NULL,985111000124802,1
00:00.0,STRAY,FIELD,AUSTIN,NULL,ADOPTION,A667657,DOG,MASTIFF,MIX,NULL,NULL,NULL,P495717,78733,NULL,985121008976754,1
00:00.0,STRAY,NULL,AUSTIN,NULL,RTO,A667632,DOG,POODLE MIN,MIX,NULL,NULL,NULL,P494750,78745,NULL,985111000180275,1
00:00.0,STRAY,FIELD,AUSTIN,NULL,ADOPTION,A667658,DOG,PIT BULL,MIX,P494666,,NULL,P494788,78723,NULL,985111000212029,1
00:00.0,STRAY,OTC,AUSTIN,NULL,ADOPTION,A667654,DOG,AMERICAN STAFF,MIX,P494711,NULL,NULL,P498081,85226,NULL,985111000054755,1
00:00.0,STRAY,OTC,AUSTIN,NULL,ADOPTION,A667651,CAT,DOMESTIC SH,MIX,P493102,78723,NULL,P496406,78745,NULL,985111000318363,1
00:00.0,STRAY,OTC,AUSTIN,NULL,ADOPTION,A667596,DOG,PIT BULL,MIX,P494639,78664,NULL,P503344,78748,NULL,985111000346278,1
00:00.0,STRAY,OTC,AUSTIN,NULL,RTO,A667578,DOG,POODLE MIN,MIX,P171501,78628,NULL,P494883,78721,NULL,985111000229946,1
00:00.0,STRAY,OTC,AUSTIN,NULL,RTO,A666454,DOG,LABRADOR RETR,GERM SHEPHERD,P252066,78745,NULL,P226114,78745,NULL,985112030013670,1
00:00.0,STRAY,OTC,DEL VALLE,NULL,ADOPTION,A667626,CAT,DOMESTIC SH,MIX,P494683,NULL,NULL,P360452,78722,AUSTIN,985111000339525,1
00:00.0,STRAY,OTC,TRAVIS,NULL,TRANSFER,A667631,DOG,BOXER,MIX,P414077,78610,TRAVIS,P256755,78761,NULL,985111000281822,1
00:00.0,STRAY,FIELD,TRAVIS,NULL,ADOPTION,A667616,DOG,AUST CATTLE DOG,MIX,P494014,78721,AUSTIN,P495769,78620,NULL,985111000135142,1
00:00.0,STRAY,OTC,DEL VALLE,NULL,ADOPTION,A667624,CAT,DOMESTIC SH,MIX,P494683,NULL,NULL,P150151,78737,NULL,985111000360916,1
00:00.0,STRAY,OTC,TRAVIS,NULL,ADOPTION,A667606,CAT,DOMESTIC SH,MIX,P221201,78754,NULL,P130611,78729,NULL,985111000274368,1
00:00.0,STRAY,OTC,TRAVIS,NULL,TRANSFER,A667607,CAT,DOMESTIC SH,MIX,P221201,78754,NULL,P070962,78752,AUSTIN,NULL,0
00:00.0,STRAY,OTC,DEL VALLE,NULL,TRANSFER,A667584,CAT,DOMESTIC MH,MIX,P494489,78724,NULL,P070962,78752,AUSTIN,NULL,0
00:00.0,STRAY,OTC,AUSTIN,NULL,TRANSFER,A667580,CAT,DOMESTIC SH,MIX,P494620,78752,NULL,P070962,78752,AUSTIN,985111000273067,1
00:00.0,STRAY,OTC,AUSTIN,NULL,TRANSFER,A667579,CAT,DOMESTIC SH,MIX,P494620,78752,NULL,P070962,78752,AUSTIN,985111000244466,1
